,return,trgt,trade,side,first_touch
2011-08-08 18:16:37.224,0.012539184952978122,0.010612761102036072,1,-1.0,2011-08-08 18:25:54.645
2011-08-08 18:24:17.766,0.016749660479855377,0.011846374819693245,1,-1.0,2011-08-08 23:56:13.676
2011-08-08 18:31:19.327,0.01969216840199195,0.013669346989539763,1,-1.0,2011-08-08 23:56:13.676
2011-08-08 18:35:20.715,0.014093959731543482,0.013613373347002909,1,-1.0,2011-08-08 20:00:01.628
2011-08-08 19:09:24.107,0.01430807064609918,0.013652156434487665,1,-1.0,2011-08-08 19:58:40.968
2011-08-08 19:16:11.723,0.01642254771415952,0.013204622958208083,1,-1.0,2011-08-08 19:45:01.392
2011-08-08 19:29:01.550,0.014062500000000533,0.012514689034892699,1,-1.0,2011-08-08 19:50:26.422
2011-08-08 19:45:01.392,0.013495276653171295,0.012412613935442211,1,-1.0,2011-08-08 20:04:13.187
2011-08-08 19:58:40.968,0.02333562113932719,0.01313171533433474,1,-1.0,2011-08-09 01:35:31.563
2011-08-08 20:04:13.187,0.01715854495538771,0.013868589061349317,1,-1.0,2011-08-09 01:35:31.563
2011-08-08 23:56:13.676,0.025058004640371223,0.013900637686373849,1,-1.0,2011-08-09 02:17:13.388
2011-08-09 01:35:31.563,-0.03296460176991112,0.014250646874951813,0,-1.0,2011-08-09 07:01:51.362
2011-08-09 02:17:13.388,-0.034930586654724816,0.015427505889213048,0,-1.0,2011-08-09 06:31:25.659
2011-08-09 04:01:39.114,-0.03982300884955681,0.01565300670335459,0,-1.0,2011-08-09 07:01:51.362
2011-08-09 05:52:50.256,-0.03288031565103022,0.015367771924745135,0,-1.0,2011-08-09 07:11:29.812
2011-08-09 06:31:25.659,0.016848816029143787,0.015318995179599495,1,-1.0,2011-08-09 09:29:24.817
2011-08-09 07:01:51.362,0.023318994792844938,0.015275855663479939,1,-1.0,2011-08-09 08:32:57.986
2011-08-09 07:11:29.812,0.02447788008084495,0.015619894030336133,1,-1.0,2011-08-09 08:01:17.116
2011-08-09 07:35:18.964,0.02196060674666045,0.015356136460117738,1,-1.0,2011-08-09 08:32:57.986
2011-08-09 08:01:17.116,-0.02900130832969905,0.014873433544073228,0,-1.0,2011-08-09 14:34:00.941
2011-08-09 08:32:57.986,-0.028162816281627645,0.014448271411107057,0,-1.0,2011-08-09 14:00:59.696
2011-08-09 08:56:30.160,-0.029655473179240888,0.01417559583292037,0,-1.0,2011-08-09 14:34:00.941
2011-08-09 09:29:24.817,-0.029606716747679895,0.014118191760755933,0,-1.0,2011-08-09 11:20:23.832
2011-08-09 10:05:33.346,-0.027911033580461764,0.01386329431833026,0,-1.0,2011-08-09 14:34:00.941
2011-08-09 10:53:47.995,0.01516866651573423,0.013909375264367503,1,-1.0,2011-08-09 18:41:22.068
2011-08-09 11:20:23.832,0.016393442622950838,0.014042215516025717,1,-1.0,2011-08-09 18:22:49.245
2011-08-09 11:45:26.267,0.01630065655422186,0.013866659576167563,1,-1.0,2011-08-09 18:41:22.068
2011-08-09 12:14:22.600,0.01616887491578778,0.013945974667249042,1,-1.0,2011-08-09 18:22:49.245
2011-08-09 13:27:56.910,0.019088255108915986,0.01422870562897899,1,-1.0,2011-08-09 18:22:49.245
2011-08-09 13:40:11.317,0.016626025271557765,0.014417256198950429,1,1.0,2011-08-09 14:34:00.941
2011-08-09 13:42:36.979,0.014735432016074856,0.014135320073756393,1,1.0,2011-08-09 14:00:59.696
2011-08-09 13:51:35.971,0.014869063470927646,0.013577065079293958,1,1.0,2011-08-09 14:06:59.496
2011-08-09 14:00:59.696,-0.028162816281627645,0.013664392058883097,0,1.0,2011-08-09 18:41:22.068
2011-08-09 14:06:59.496,-0.03411327356221239,0.014172032976263528,0,1.0,2011-08-09 18:41:22.068
2011-08-09 14:34:00.941,-0.03685128652420344,0.017240065051205643,0,1.0,2011-08-09 18:41:22.068
2011-08-09 15:02:55.432,0.020618556701031743,0.018920881362791502,1,1.0,2011-08-09 19:58:05.328
2011-08-09 15:29:47.050,-0.03975535168195754,0.018201635843009788,0,1.0,2011-08-09 18:45:10.978
2011-08-09 17:29:35.036,0.019723865877712576,0.01847729230691803,1,1.0,2011-08-09 19:58:05.328
2011-08-09 18:08:54.855,0.0221141088014154,0.018135127740949324,1,1.0,2011-08-09 19:48:49.779
2011-08-09 18:21:40.057,0.020107238605897804,0.018258990675954042,1,1.0,2011-08-09 19:29:09.133
2011-08-09 18:24:26.492,0.01824249165739711,0.017949043332805455,1,1.0,2011-08-09 19:42:30.869
2011-08-09 18:39:16.645,-0.03526611856339268,0.017810303527489465,0,-1.0,2011-08-09 19:48:49.779
2011-08-09 18:41:22.068,-0.03495739567402156,0.01751107346966563,0,-1.0,2011-08-09 19:42:30.869
2011-08-09 18:45:10.978,-0.03342128408091516,0.01699932583764352,0,-1.0,2011-08-09 19:18:44.171
2011-08-09 18:47:29.126,-0.033739660426644,0.016662691380706043,0,-1.0,2011-08-09 19:45:43.915
2011-08-09 18:52:52.384,-0.03301683211048778,0.016123394548693357,0,-1.0,2011-08-09 19:56:18.275
2011-08-09 19:06:21.227,-0.02985720467330155,0.015366290798355275,0,-1.0,2011-08-09 19:48:49.779
2011-08-09 19:15:31.245,-0.02955032119914347,0.015092562700456,0,-1.0,2011-08-09 19:59:20.044
2011-08-09 19:29:09.133,-0.029336734693877986,0.014775814981977472,0,-1.0,2011-08-09 23:46:19.730
2011-08-09 19:42:30.869,0.015756768752773764,0.015384564534797555,1,-1.0,2011-08-10 14:25:08.662
2011-08-09 19:48:49.779,0.0221141088014154,0.017807662533282285,1,-1.0,2011-08-10 14:10:58.883
2011-08-09 19:58:05.328,0.023312073894876217,0.021569108999571488,1,-1.0,2011-08-10 14:00:01.548
2011-08-09 20:06:12.281,-0.04117772562406652,0.028104474724575536,0,1.0,2011-08-10 20:09:29.179
2011-08-10 03:50:20.377,-0.01817792985457578,0.032900247002706565,0,1.0,2011-08-11 07:00:12.599
2011-08-10 08:17:03.231,-0.013787160706592028,0.032081459476141154,0,1.0,2011-08-11 08:32:22.319
2011-08-10 09:06:49.594,-0.030535981208626883,0.03229471827208886,0,1.0,2011-08-11 09:51:46.281
2011-08-10 12:31:03.897,-0.03968082812163032,0.031284942723766015,0,1.0,2011-08-11 12:44:06.345
2011-08-10 13:00:20.935,-0.0247718383311607,0.03006199387348479,0,1.0,2011-08-11 13:06:22.968
2011-08-10 13:31:10.127,-0.010726795096323016,0.028413698252101688,0,1.0,2011-08-11 13:32:45.962
2011-08-10 14:00:01.548,-0.000659775676269625,0.02458670620746361,0,1.0,2011-08-11 14:04:56.244
2011-08-10 14:10:58.883,0.002874834144184435,0.024093951542691557,0,1.0,2011-08-11 14:13:16.451
2011-08-10 14:33:14.220,0.024797114517582708,0.023446920709595618,1,-1.0,2011-08-11 11:47:17.786
2011-08-10 14:50:26.733,-0.020377194884023786,0.022613418615223275,0,-1.0,2011-08-11 14:52:25.197
2011-08-10 15:17:13.443,0.024892509617560732,0.02173326073040647,1,-1.0,2011-08-11 12:18:07.232
2011-08-10 15:29:55.538,-0.02154984762734069,0.021501227180349677,0,-1.0,2011-08-11 15:30:07.968
2011-08-10 15:58:39.025,0.021641118124436254,0.020525185699324613,1,-1.0,2011-08-11 11:47:17.786
2011-08-10 16:30:07.131,0.0202885482416586,0.019610530749142978,1,-1.0,2011-08-11 11:47:17.786
2011-08-10 16:57:42.626,0.024571686203786802,0.019180796643885483,1,-1.0,2011-08-11 11:47:17.786
2011-08-10 17:51:25.127,0.022103148024112507,0.017525953632235216,1,-1.0,2011-08-10 19:55:06.120
2011-08-10 18:11:55.913,0.019009725906277364,0.017344567380024784,1,-1.0,2011-08-10 19:16:03.496
2011-08-10 18:51:26.123,0.020751419833988427,0.01967541906707557,1,1.0,2011-08-11 18:30:51.130
2011-08-10 19:08:49.974,0.02201188641866536,0.01924945034633943,1,1.0,2011-08-11 16:57:12.115
2011-08-10 19:25:13.370,0.019741171309497707,0.0185535466289724,1,1.0,2011-08-11 17:01:41.182
2011-08-10 19:30:52.260,0.01967285587975187,0.01841566435853604,1,1.0,2011-08-11 14:52:25.197
2011-08-10 19:45:27.472,0.019089900110988545,0.01813064640466998,1,1.0,2011-08-11 07:00:12.599
2011-08-10 19:57:36.036,0.028219484882419543,0.020359452281295595,1,1.0,2011-08-11 07:00:12.599
2011-08-10 20:09:29.179,-0.0480830332556661,0.024011287241081203,0,-1.0,2011-08-11 19:35:08.069
2011-08-11 00:45:38.060,-0.020968439256376592,0.024574222620778772,0,-1.0,2011-08-12 04:53:48.329
2011-08-11 07:00:12.599,0.025005581603036786,0.024154375014594023,1,-1.0,2011-08-11 11:35:57.251
2011-08-11 07:32:47.712,0.024797114517582708,0.023910226463531414,1,-1.0,2011-08-11 11:47:17.786
2011-08-11 08:32:22.319,0.0320108205590619,0.02344295588264021,1,-1.0,2011-08-11 11:47:17.786
2011-08-11 09:51:46.281,0.02738176057931674,0.023291428686382298,1,-1.0,2011-08-11 12:18:07.232
2011-08-11 11:35:57.251,-0.04559982953334729,0.023260982050517322,0,-1.0,2011-08-11 19:05:04.018
2011-08-11 11:47:17.786,-0.045816304581629885,0.023912276528904857,0,-1.0,2011-08-11 17:01:41.182
2011-08-11 12:18:07.232,-0.04824466939478733,0.024555222115005448,0,-1.0,2011-08-11 16:57:12.115
2011-08-11 12:44:06.345,-0.04707896426278635,0.02454912144289249,0,-1.0,2011-08-11 18:30:51.130
2011-08-11 12:58:16.949,-0.047023935606862466,0.024082567054250457,0,-1.0,2011-08-11 19:35:08.069
2011-08-11 13:16:45.342,-0.04151662783308574,0.023212401646840058,0,-1.0,2011-08-12 13:29:56.262
2011-08-11 13:36:14.756,-0.03575206261899766,0.022273082258573024,0,-1.0,2011-08-12 13:37:02.157
2011-08-11 13:45:03.082,-0.04299936454141051,0.021596858990098184,0,-1.0,2011-08-11 19:35:08.069
2011-08-11 14:04:56.244,-0.03932346723044333,0.02031298297982751,0,-1.0,2011-08-11 19:45:20.413
2011-08-11 14:18:40.814,-0.027636054421768308,0.020544563218067136,0,-1.0,2011-08-12 14:20:18.276
2011-08-11 14:42:16.257,0.022440087145969123,0.0210306788515949,1,1.0,2011-08-11 19:05:04.018
2011-08-11 15:14:48.872,0.023778359511343217,0.022584624180176566,1,1.0,2011-08-11 19:05:04.018
2011-08-11 16:47:35.280,0.02289416846652248,0.022147396439820173,1,1.0,2011-08-12 13:32:59.095
2011-08-11 18:21:35.398,0.0077220077220074845,0.020820258166042688,0,1.0,2011-08-12 18:33:29.548
2011-08-11 19:05:04.018,0.002343916471340357,0.019891925726894733,0,1.0,2011-08-12 19:12:34.411
2011-08-11 19:35:08.069,-0.004871849184494792,0.021165303395991146,0,1.0,2011-08-12 19:41:09.779
2011-08-11 19:51:37.468,0.00021290185224587255,0.02287217682832944,0,1.0,2011-08-12 19:51:58.666
2011-08-11 20:07:31.359,0.012229135378673872,0.023251327062272238,0,1.0,2011-08-12 20:13:05.548
2011-08-12 04:53:48.329,0.023778642455685173,0.022616393086105437,1,1.0,2011-08-12 13:32:59.095
2011-08-12 08:28:11.385,0.022452504317789668,0.021927291691134995,1,1.0,2011-08-12 13:32:59.095
2011-08-12 09:31:24.626,0.012166488794024044,0.021494747546949525,0,1.0,2011-08-15 04:41:59.961
2011-08-12 11:52:49.339,0.007863974495218473,0.022037266411343952,0,1.0,2011-08-15 04:41:59.961
2011-08-12 13:32:59.095,0.00126689189189233,0.02244276628488622,0,1.0,2011-08-15 04:41:59.961
2011-08-12 13:56:30.310,0.01022582019599505,0.021154509578610158,0,1.0,2011-08-15 04:41:59.961
2011-08-12 14:28:53.185,0.006366723259762619,0.01882324652852108,0,1.0,2011-08-15 04:41:59.961
2011-08-12 15:43:18.362,0.0027489955593149595,0.01671761278763107,0,1.0,2011-08-15 04:41:59.961
2011-08-12 16:43:46.955,0.006366723259762619,0.01550509935567013,0,1.0,2011-08-15 04:41:59.961
2011-08-12 18:33:29.548,0.009365687526607491,0.015527241878801558,0,1.0,2011-08-15 04:41:59.961
2011-08-12 20:13:05.548,0.0050869012293348614,0.016921197788026646,0,1.0,2011-08-15 04:41:59.961
2011-08-15 13:30:56.629,-0.0004208754208756549,0.01671353615213774,0,1.0,2011-08-16 13:33:28.418
2011-08-15 14:21:08.372,-0.0018824513700065326,0.015106080759954087,0,1.0,2011-08-16 14:29:12.421
2011-08-15 15:19:35.011,0.005053695514845025,0.013878325638630834,0,1.0,2011-08-16 15:36:20.538
2011-08-15 17:46:54.098,-0.004190236748376153,0.01239279451500997,0,1.0,2011-08-16 17:53:02.072
2011-08-15 19:57:54.266,-0.009571369121931128,0.010634704963177827,0,1.0,2011-08-16 20:00:14.597
2011-08-16 06:01:18.055,-0.002725938351855972,0.010014184636695185,0,1.0,2011-08-17 07:00:01.764
2011-08-16 07:22:22.328,0.011600928074246175,0.010217249092252568,1,1.0,2011-08-16 16:09:48.798
2011-08-16 13:25:40.329,0.006303845345660752,0.01029590147851554,0,1.0,2011-08-17 13:33:01.374
2011-08-16 15:02:12.449,0.01250529885544771,0.010609617607844233,1,-1.0,2011-08-16 17:06:45.094
2011-08-16 16:29:21.378,-0.0012599748005038824,0.009258958530076238,0,-1.0,2011-08-17 16:52:40.179
2011-08-16 17:06:45.094,-0.019330700478071172,0.009665571206807468,0,-1.0,2011-08-17 13:46:58.518
2011-08-16 17:53:02.072,0.001053074978938362,0.009750489117908693,0,-1.0,2011-08-17 18:02:10.904
2011-08-16 19:32:24.838,0.011000634651999297,0.009592587087007593,1,-1.0,2011-08-17 17:43:07.335
2011-08-17 00:30:40.499,0.0033812341504648735,0.009281385740822634,0,-1.0,2011-08-18 02:38:26.900
2011-08-17 08:03:04.865,0.010577533319229948,0.009064446948276567,1,-1.0,2011-08-17 17:43:07.335
2011-08-17 13:38:28.519,-0.019170660554282293,0.00912317306643576,0,1.0,2011-08-18 08:31:19.048
2011-08-17 14:59:41.945,-0.018557130942452038,0.009031778216120409,0,1.0,2011-08-18 08:31:19.048
2011-08-17 16:02:40.124,-0.02076342281879262,0.008273573271650089,0,1.0,2011-08-18 09:16:22.936
2011-08-17 17:26:58.230,-0.017728999577880655,0.007968621444511177,0,1.0,2011-08-18 12:43:24.868
2011-08-17 18:56:30.402,-0.018705338377469793,0.0074841656586593025,0,1.0,2011-08-18 09:16:22.936
2011-08-18 09:16:22.936,0.011700975081256004,0.008717122762719525,1,-1.0,2011-08-18 13:37:12.005
2011-08-18 13:13:57.581,0.014886164623467035,0.012712299359632952,1,-1.0,2011-08-18 14:00:59.444
2011-08-18 13:44:07.102,0.01812154696132562,0.016672256234717117,1,-1.0,2011-08-18 19:01:49.185
2011-08-18 14:00:59.444,0.0019741171309504146,0.02029673619964107,0,-1.0,2011-08-19 14:02:44.453
2011-08-18 14:07:07.682,-0.004386926957665849,0.02293091889804986,0,-1.0,2011-08-19 14:13:46.611
2011-08-18 14:18:17.531,-0.0028353326063250694,0.02408959420391339,0,-1.0,2011-08-19 14:22:43.756
2011-08-18 15:44:26.467,0.005930155941138215,0.023184680032170113,0,-1.0,2011-08-19 15:57:19.461
2011-08-18 17:15:02.004,0.0008791208791207872,0.020715428317027544,0,-1.0,2011-08-19 17:19:16.319
2011-08-18 18:03:40.683,0.010402833111996745,0.01924091515106568,0,-1.0,2011-08-19 18:11:18.476
2011-08-18 18:54:35.337,0.009555555555555761,0.017890566822068615,0,-1.0,2011-08-19 18:59:04.165
2011-08-18 19:44:37.324,0.0017746228926347474,0.016792256342104326,0,-1.0,2011-08-19 19:51:18.052
2011-08-18 19:52:25.575,0.013814616755793319,0.016281925902101334,0,-1.0,2011-08-19 19:56:23.540
2011-08-19 05:21:47.790,0.017260703878054562,0.014241128067258232,1,-1.0,2011-08-21 22:13:54.801
2011-08-19 07:40:20.169,0.007845774490024437,0.013770823542150172,0,-1.0,2011-08-21 22:13:54.801
2011-08-19 09:35:25.120,0.012329074198609735,0.01325463456175988,0,-1.0,2011-08-21 22:13:54.801
2011-08-19 12:05:04.991,0.01703653889262502,0.012730447070194032,1,-1.0,2011-08-21 22:13:54.801
2011-08-19 13:15:21.223,0.009639094373459,0.012511813859308843,0,-1.0,2011-08-21 22:13:54.801
2011-08-19 13:40:01.889,0.01316964285714306,0.012939527150315834,1,-1.0,2011-08-19 19:59:36.258
2011-08-19 14:02:44.453,0.017633928571428426,0.015577038861354711,1,-1.0,2011-08-19 19:59:36.258
2011-08-19 14:22:43.756,0.020249221183800348,0.01933909068400062,1,-1.0,2011-08-19 19:09:59.909
2011-08-19 14:51:12.285,-0.024064756070881543,0.02161191670562105,0,1.0,2011-08-21 22:13:54.801
2011-08-19 15:19:44.120,-0.017184401850627862,0.021237369196353842,0,1.0,2011-08-21 22:13:54.801
2011-08-19 18:11:18.476,-0.012616201859229847,0.018688891637790868,0,1.0,2011-08-21 22:13:54.801
2011-08-19 19:19:39.285,0.0067249495628778355,0.016701887337799277,0,-1.0,2011-08-21 22:13:54.801
2011-08-19 19:59:36.258,0.004259134723155977,0.015072344329000884,0,-1.0,2011-08-21 22:13:54.801
2011-08-21 22:13:54.801,-0.008886914019106462,0.014233147095896919,0,-1.0,2011-08-23 02:24:33.934
2011-08-22 02:08:14.230,0.0031104199066875893,0.014303136383941047,0,-1.0,2011-08-23 02:24:33.934
2011-08-22 07:01:48.879,-0.020774108900065702,0.014091359592958859,0,-1.0,2011-08-23 07:48:38.256
2011-08-22 07:39:15.631,-0.013995189153728105,0.014076104355095966,0,-1.0,2011-08-23 07:48:38.256
2011-08-22 10:31:04.878,-0.003949967083607175,0.01446876217642554,0,-1.0,2011-08-23 10:39:35.551
2011-08-22 13:12:03.748,0.02006241640659856,0.015637652069011278,1,-1.0,2011-08-22 15:40:58.157
2011-08-22 13:55:11.939,0.005978742249779234,0.016223070166519422,0,-1.0,2011-08-23 13:58:50.454
2011-08-22 15:00:57.716,0.004650132860939182,0.015062323632954738,0,1.0,2011-08-23 15:02:51.851
2011-08-22 15:40:58.157,0.014712438698172514,0.013719664051709041,1,1.0,2011-08-23 06:51:53.105
2011-08-22 16:58:00.013,0.013038674033149178,0.012489060563095813,1,1.0,2011-08-23 16:03:22.695
2011-08-22 19:03:37.712,-0.023063533507397427,0.011152901779309655,0,-1.0,2011-08-23 17:02:48.157
2011-08-22 19:53:16.408,-0.020555434069538414,0.01014125249099613,0,-1.0,2011-08-23 07:48:38.256
2011-08-23 06:51:53.105,0.011330815374361647,0.009385514186852269,1,-1.0,2011-08-23 13:37:12.348
2011-08-23 11:57:56.832,0.009572573463936696,0.009278008735974714,1,-1.0,2011-08-23 13:41:41.140
2011-08-23 13:37:12.348,-0.020670147954743534,0.009768963132574674,0,-1.0,2011-08-23 17:02:48.157
2011-08-23 14:03:00.793,-0.020945800043186913,0.009664760399454091,0,-1.0,2011-08-23 19:12:15.415
2011-08-23 15:41:58.815,0.010085507564130403,0.009191451790771561,1,1.0,2011-08-23 19:02:35.071
2011-08-23 17:02:48.157,0.012402088772846431,0.011618016971329614,1,1.0,2011-08-24 13:51:36.538
2011-08-23 17:54:19.326,0.014047410008779737,0.011305100067189041,1,1.0,2011-08-23 19:08:52.865
2011-08-23 18:33:36.110,0.011341330425299834,0.010985363453186613,1,1.0,2011-08-23 19:58:29.124
2011-08-23 19:08:52.865,0.013203463203463217,0.011865042072404812,1,1.0,2011-08-24 14:01:32.608
2011-08-23 19:58:29.124,0.013802027172741482,0.013728413233885088,0,1.0,2011-08-24 19:49:37.598
2011-08-24 05:56:00.459,0.0172000870890483,0.013848039952421039,1,1.0,2011-08-24 13:57:03.583
2011-08-24 12:30:14.576,0.013861815031405156,0.013175535388858047,1,1.0,2011-08-24 14:01:32.608
2011-08-24 13:51:36.538,0.018052869116698567,0.012806199659553649,1,1.0,2011-08-25 13:15:42.221
2011-08-24 14:01:32.608,0.014526810510575139,0.013274347124719556,1,1.0,2011-08-25 13:32:18.044
